Geneid	gene	Metastatic..N.58.	Normal..N.52.	Tumor..N.491.	BMI1_1_sorted.bam	BMI1_2_sorted.bam	Length	BMI1_1_rpkm	BMI1_2_rpkm	rank1	rank2	gene_name	T_id
ENSG00000254607.2		0.10901891	0.04712584	0.01718917	0	0	486	0	0	9815	9720	 gene_name RP11-115C10.1	 cmp_ref T069969
ENSG00000254622.1	NAV2-AS4	0.003342145	0.08273863	0.003404074	0	0	1181	0	0	9815	9720	 gene_name NAV2-AS4	 cmp_ref T055844
ENSG00000254625.1		0.046033651	0	0.000551072	0	0	401	0	0	9815	9720	 gene_name GS1-24F4.3	 cmp_ref T338156
ENSG00000254626.1		0.000775046	0.000491285	0.000295707	0	0	832	0	0	9815	9720	 gene_name RP11-27G22.1	 cmp_ref T067422
ENSG00000254632.1		0.031774708	0.00846447	0.006505831	0	0	538	0	0	9815	9720	 gene_name RP11-21L23.4	 cmp_ref T064367
ENSG00000254638.1		0.013033307	0.004690535	0.007476942	0	0	594	0	0	9815	9720	 gene_name RP11-356J5.4	 cmp_ref T067294
ENSG00000254639.1		0.0604903	0.02996158	0.02440117	0	0	653	0	0	9815	9720	 gene_name CTD-2589M5.5	 cmp_ref T057942
ENSG00000254653.1		0.02593202	0.009442984	0.008806964	0	1	605	0	0.165289256	9815	2825	 gene_name RP11-702F3.1	 cmp_ref T057927
ENSG00000254664.1		0.03672555	0.03710774	0.02579493	0	0	567	0	0	9815	9720	 gene_name CTD-2560E9.3	 cmp_ref T057749
ENSG00000254670.1		0.2769546	0.4418714	0.1686684	0	0	670	0	0	9815	9720	 gene_name CTC-497E21.3	 cmp_ref T055030
ENSG00000254675.1		0.1359464	0.7592543	0.2255316	0	0	277	0	0	9815	9720	 gene_name RP11-7I15.4	 cmp_ref T064562
ENSG00000254686.2		0.001684774	0.000700277	0.00119973	0	0	471	0	0	9815	9720	 gene_name RP1-276E15.1	 cmp_ref T057129
ENSG00000254687.1		0.14381246	0.02688897	0.03610894	0	0	842	0	0	9815	9720	 gene_name RP11-162D9.3	 cmp_ref T343866
ENSG00000254689.1	LINC02235	0.12627351	0.05557043	0.15888964	0	0	466	0	0	9815	9720	 gene_name RP11-354A14.1	 cmp_ref T346881
ENSG00000254695.1		0.52948838	0.0254264	0.08013779	0	0	471	0	0	9815	9720	 gene_name RP11-396O20.1	 cmp_ref T055274
ENSG00000254699.1		0.036716359	0.008610213	0.011069165	0	0	178	0	0	9815	9720	 gene_name RP11-12D16.2	 cmp_ref T065244
ENSG00000254703.2	SENCR	0.5531139	0.2205353	0.2627787	0	0	1298	0	0	9815	9720	 gene_name SENCR	 cmp_ref T070188
ENSG00000254721.1		0	0	0	0	0	1011	0	0	9815	9720	 gene_name RP11-805J14.5	 cmp_ref T062933
ENSG00000254721.1		0	0	0	0	0	1011	0	0	9815	9720	 gene_name RP11-805J14.5	 cmp_ref T062931
ENSG00000254731.1		0.1652384	0.2772206	0.1858004	0	0	432	0	0	9815	9720	 gene_name CTD-2005H7.1	 cmp_ref T065348
ENSG00000254734.1		0.004129831	0	0.001289961	0	0	576	0	0	9815	9720	 gene_name CTD-3138F19.1	 cmp_ref T056494
ENSG00000254744.3		0.04480707	0.14246837	0.08765427	0	2	572	0	0.34965035	9815	1936	 gene_name CTD-3076O17.1	 cmp_ref T123476
ENSG00000254762.1		0.02897054	0.01705524	0.02096516	0	0	272	0	0	9815	9720	 gene_name RP11-867G23.2	 cmp_ref T061574
ENSG00000254775.1		0.000835982	0	0.000197402	0	0	433	0	0	9815	9720	 gene_name RP11-27P7.1	 cmp_ref T344639
ENSG00000254787.1		0.002402883	0.018366456	0.017496709	0	0	351	0	0	9815	9720	 gene_name CTD-2537O9.1	 cmp_ref T065079
ENSG00000254789.1		0.09700105	0.00790563	0.0135298	0	0	465	0	0	9815	9720	 gene_name RP11-531H8.2	 cmp_ref T055281
ENSG00000254790.1		0.006090808	0.001488297	0.001877627	0	1	698	0	0.143266476	9815	2979	 gene_name RP11-680F20.4	 cmp_ref T069791
ENSG00000254804.1		0.002673397	0.001231139	0.001875933	0	0	345	0	0	9815	9720	 gene_name RP11-674C21.9	 cmp_ref T058704
ENSG00000254812.1		0.1826815	0.1132926	0.2035082	0	3	701	0	0.427960057	9815	1722	 gene_name RP11-661A12.12	 cmp_ref T353595
ENSG00000254814.1		0.03333595	0.01293779	0.0194713	0	0	758	0	0	9815	9720	 gene_name RP11-535A19.1	 cmp_ref T064179
ENSG00000254823.1		0.007518178	0.002087955	0.001711069	0	0	477	0	0	9815	9720	 gene_name RP11-109E10.1	 cmp_ref T069239
ENSG00000254835.1	RNF185-AS1	0	0	0	0	0	353	0	0	9815	9720	 gene_name RNF185-AS1	 cmp_ref T232270
ENSG00000254836.1		0.004436256	0	0.000557039	0	0	241	0	0	9815	9720	 gene_name RP1-17K7.3	 cmp_ref T056693
ENSG00000254855.1		0.5536763	0.141676	0.1440856	0	0	479	0	0	9815	9720	 gene_name RP11-867G23.1	 cmp_ref T061568
ENSG00000254885.1		0.062894542	0.006340079	0.007592721	0	0	374	0	0	9815	9720	 gene_name RP11-802F5.1	 cmp_ref T064703
ENSG00000254887.1		0.06186549	0.05452015	0.04886759	0	0	897	0	0	9815	9720	 gene_name CTC-378H22.1	 cmp_ref T176155
ENSG00000254894.1	NAV2-AS1	0	0	0	0	0	660	0	0	9815	9720	 gene_name NAV2-AS1	 cmp_ref T055917
ENSG00000254906.1		0.02635346	0.02914592	0.01338504	0	0	396	0	0	9815	9720	 gene_name RP11-701I24.3	 cmp_ref T055979
ENSG00000254919.1		0.003586633	0.001094194	0.000941042	0	0	906	0	0	9815	9720	 gene_name RP11-698N11.2	 cmp_ref T057164
ENSG00000254921.1		0.001652835	0.001068371	0.000468828	0	0	1229	0	0	9815	9720	 gene_name RP11-236J17.6	 cmp_ref T054314
ENSG00000254927.1		0.006053939	0.002105516	0.004104997	0	0	516	0	0	9815	9720	 gene_name RP11-98J9.2	 cmp_ref T055118
ENSG00000254928.1		0	0	0	0	0	609	0	0	9815	9720	 gene_name RP11-702H23.6	 cmp_ref T063833
ENSG00000254932.2		0.042937674	0.009549736	0.021899981	0	0	645	0	0	9815	9720	 gene_name RP11-687M24.8	 cmp_ref T069669
ENSG00000254946.1		0.497313104	0.005909597	0.054898205	0	0	571	0	0	9815	9720	 gene_name RP11-531H8.1	 cmp_ref T055270
ENSG00000254960.2	KIRREL3-AS2	0.001386093	0.000345846	0.000700265	0	0	494	0	0	9815	9720	 gene_name KIRREL3-AS2	 cmp_ref T069995
ENSG00000254963.1		0	0	0	0	0	216	0	0	9815	9720	 gene_name CTD-2562J17.9	 cmp_ref T064081
ENSG00000254972.1		0.01533534	0.01136928	0.01063161	0	0	347	0	0	9815	9720	 gene_name RP11-167J8.3	 cmp_ref T063214
ENSG00000254980.1		0.008810966	0.001331953	0.005742809	0	0	1155	0	0	9815	9720	 gene_name RP11-794P6.6	 cmp_ref T067190
ENSG00000254988.1		0.7647409	0.2914199	3.4061448	0	0	568	0	0	9815	9720	 gene_name CTD-2547H18.1	 cmp_ref T064400
ENSG00000254991.1		0.0143913	0.02657532	0.01147108	0	1	899	0	0.111234705	9815	3218	 gene_name RP13-631K18.3	 cmp_ref T054942
ENSG00000255002.1	LINC02324	0.004865832	0.005077014	0.003293452	0	0	1442	0	0	9815	9720	 gene_name CTD-2509G16.2	 cmp_ref T105999
ENSG00000255004.1		0.001976871	0.001653164	0.001033088	0	0	776	0	0	9815	9720	 gene_name RP1-68D18.3	 cmp_ref T057098
ENSG00000255021.1		0.5884745	0.0837376	0.5058206	0	0	613	0	0	9815	9720	 gene_name RP11-536I6.2	 cmp_ref T238394
ENSG00000255027.2		0.028944944	0.005412754	0.004195444	0	0	987	0	0	9815	9720	 gene_name RP11-680F20.9	 cmp_ref T069787
ENSG00000255029.1		0.014242289	0.00180738	0.001890437	0	0	563	0	0	9815	9720	 gene_name CTD-3012A18.1	 cmp_ref T056480
ENSG00000255039.1	LINC02553	0.009375409	0.004884944	0.001603091	0	0	734	0	0	9815	9720	 gene_name RP11-882G5.1	 cmp_ref T066182
ENSG00000255118.1		0.3745209	0.1362422	0.3208566	0	0	485	0	0	9815	9720	 gene_name RP11-703H8.7	 cmp_ref T060066
ENSG00000255126.1		0	0	0	0	0	590	0	0	9815	9720	 gene_name CTD-2531D15.5	 cmp_ref T060080
ENSG00000255130.1		0.016636431	0.021136729	0.005779365	0	0	550	0	0	9815	9720	 gene_name RP11-396J6.1	 cmp_ref T345440
ENSG00000255133.1		0.027202283	0.012666653	0.009298884	0	1	308	0	0.324675325	9815	2005	 gene_name RP11-646J21.2	 cmp_ref T056887
ENSG00000255136.2		0.014870248	0.006495404	0.008144062	0	0	862	0	0	9815	9720	 gene_name CTD-2562J17.4	 cmp_ref T064064
ENSG00000255146.1		0.003161645	0.00139211	0.001159466	0	0	1890	0	0	9815	9720	 gene_name RP11-659P15.1	 cmp_ref T059040
ENSG00000255167.1		0.002465607	0.003842696	0.001643119	0	0	723	0	0	9815	9720	 gene_name RP11-670N15.1	 cmp_ref T055989
ENSG00000255177.2	MUC5B-AS1	0	0	0	0	0	434	0	0	9815	9720	 gene_name RP11-532E4.2	 cmp_ref T052683
ENSG00000255183.1		0.00332312	0	0.000172053	0	0	679	0	0	9815	9720	 gene_name RP11-720D4.3	 cmp_ref T065434
ENSG00000255187.1		0.00334876	0.000534674	0.000104037	0	0	504	0	0	9815	9720	 gene_name RP11-699F16.2	 cmp_ref T065697
ENSG00000255226.1		0.020562897	0.001956794	0.003202353	0	0	597	0	0	9815	9720	 gene_name CTD-2210P24.3	 cmp_ref T057873
ENSG00000255244.1		0.000375731	0.000348074	0.000647956	0	0	707	0	0	9815	9720	 gene_name RP11-583F24.8	 cmp_ref T055795
ENSG00000255246.1		0.010075751	0.008962086	0.009653378	0	0	740	0	0	9815	9720	 gene_name RP11-179A16.2	 cmp_ref T064915
ENSG00000255267.3		0.025515395	0.000861543	0.000903731	0	0	2597	0	0	9815	9720	 gene_name RP11-430H10.2	 cmp_ref T057767
ENSG00000255269.1		0.013092387	0.00378594	0.003861467	0	0	536	0	0	9815	9720	 gene_name RP11-702F3.4	 cmp_ref T057936
ENSG00000255279.1		0.000849856	0.000147283	0.000162562	0	0	1160	0	0	9815	9720	 gene_name RP11-375D13.4	 cmp_ref T057452
ENSG00000255314.1		0.010498845	0.004692494	0.014253279	0	0	941	0	0	9815	9720	 gene_name RP11-702F3.3	 cmp_ref T057931
ENSG00000255317.1		0.00985846	0.000976146	0.000322553	0	0	462	0	0	9815	9720	 gene_name RP11-688I9.2	 cmp_ref T069999
ENSG00000255326.1		0.3131931	0.3691515	0.2521052	0	0	651	0	0	9815	9720	 gene_name CTD-2530H12.4	 cmp_ref T064152
ENSG00000255327.1		0.000231541	0.001904847	0.001389034	0	0	762	0	0	9815	9720	 gene_name RP11-555G19.1	 cmp_ref T071092
ENSG00000255328.1		0.07046544	0.06687369	0.05005022	0	1	1277	0	0.078308536	9815	3488	 gene_name RP11-326C3.12	 cmp_ref T052026
ENSG00000255328.1		0.07046544	0.06687369	0.05005022	0	1	1277	0	0.078308536	9815	3488	 gene_name RP11-326C3.12	 cmp_ref T052021
ENSG00000255335.1		0.01746865	0.000584436	0.000506519	0	0	556	0	0	9815	9720	 gene_name RP11-358H18.2	 cmp_ref T055612
ENSG00000255344.1		0.012867186	0.001509854	0.001109105	0	0	455	0	0	9815	9720	 gene_name RP11-469N6.2	 cmp_ref T071058
ENSG00000255363.1		0.04124077	0.0178642	0.01958812	0	0	559	0	0	9815	9720	 gene_name RP11-672A2.5	 cmp_ref T064307
ENSG00000255364.1	SMILR	0.06611319	0.06334857	0.0154944	0	0	553	0	0	9815	9720	 gene_name RP11-94A24.1	 cmp_ref T350456
ENSG00000255372.1		0.010341599	0.001947487	0.002463581	0	0	516	0	0	9815	9720	 gene_name CTD-3064C13.1	 cmp_ref T056036
ENSG00000255375.1		0.013496961	0.005232977	0.004138042	0	0	646	0	0	9815	9720	 gene_name RP1-65P5.5	 cmp_ref T056706
ENSG00000255390.1		0	0	0	0	0	820	0	0	9815	9720	 gene_name RP11-732A19.5	 cmp_ref T054065
ENSG00000255393.1	OOSP4B	0.000309078	0	0.00079675	0	0	522	0	0	9815	9720	 gene_name RP11-736I10.1	 cmp_ref T059390
ENSG00000255399.3	TBX5-AS1	0.1020207	0.7529296	0.2203487	0	0	4183	0	0	9815	9720	 gene_name TBX5-AS1	 cmp_ref T086920
ENSG00000255399.3	TBX5-AS1	0.1020207	0.7529296	0.2203487	0	0	4183	0	0	9815	9720	 gene_name TBX5-AS1	 contained_in ENST00000528549.1
ENSG00000255399.3	TBX5-AS1	0.1020207	0.7529296	0.2203487	0	0	4183	0	0	9815	9720	 gene_name TBX5-AS1	 cmp_ref T086921
ENSG00000255399.3	TBX5-AS1	0.1020207	0.7529296	0.2203487	0	0	4183	0	0	9815	9720	 gene_name TBX5-AS1	 cmp_ref T086919
ENSG00000255399.3	TBX5-AS1	0.1020207	0.7529296	0.2203487	0	0	4183	0	0	9815	9720	 gene_name TBX5-AS1	 cmp_ref T086920
ENSG00000255399.3	TBX5-AS1	0.1020207	0.7529296	0.2203487	0	0	4183	0	0	9815	9720	 gene_name TBX5-AS1	 contained_in ENST00000528549.1
ENSG00000255399.3	TBX5-AS1	0.1020207	0.7529296	0.2203487	0	0	4183	0	0	9815	9720	 gene_name TBX5-AS1	 cmp_ref T086921
ENSG00000255399.3	TBX5-AS1	0.1020207	0.7529296	0.2203487	0	0	4183	0	0	9815	9720	 gene_name TBX5-AS1	 cmp_ref T086919
ENSG00000255399.3	TBX5-AS1	0.1020207	0.7529296	0.2203487	0	0	4183	0	0	9815	9720	 gene_name TBX5-AS1	 cmp_ref T086920
ENSG00000255399.3	TBX5-AS1	0.1020207	0.7529296	0.2203487	0	0	4183	0	0	9815	9720	 gene_name TBX5-AS1	 contained_in ENST00000528549.1
ENSG00000255399.3	TBX5-AS1	0.1020207	0.7529296	0.2203487	0	0	4183	0	0	9815	9720	 gene_name TBX5-AS1	 cmp_ref T086921
ENSG00000255399.3	TBX5-AS1	0.1020207	0.7529296	0.2203487	0	0	4183	0	0	9815	9720	 gene_name TBX5-AS1	 cmp_ref T086919
ENSG00000255402.1		0	0	0	0	0	553	0	0	9815	9720	 gene_name RP11-696P8.2	 cmp_ref T349530
ENSG00000255404.1		0	0	0	0	0	1044	0	0	9815	9720	 gene_name RP11-770G2.5	 cmp_ref T061395
ENSG00000255406.1		0.0531819	0.01952113	0.01187946	0	0	516	0	0	9815	9720	 gene_name RP11-713P17.5	 cmp_ref T070824
ENSG00000255410.1		0.03031443	0.02699981	0.04319899	0	0	487	0	0	9815	9720	 gene_name RP11-732A19.6	 cmp_ref T054067
ENSG00000255420.1	CASC23	0.001691292	0.000277971	0.000472213	0	0	1563	0	0	9815	9720	 gene_name CASC23	 cmp_ref T054306
ENSG00000255421.1		0.1401422	0.1041726	0.1151313	0	0	285	0	0	9815	9720	 gene_name CTD-2011F17.2	 cmp_ref T064191
ENSG00000255426.1		0.000650131	0	0.000184423	0	0	860	0	0	9815	9720	 gene_name CTD-2210P24.2	 cmp_ref T057865
ENSG00000255440.1		0.0403298	0.01080469	0.0153297	0	0	639	0	0	9815	9720	 gene_name RP11-632K5.2	 cmp_ref T063809
ENSG00000255446.1		0.02440151	0.10355579	0.03912006	0	0	510	0	0	9815	9720	 gene_name CTD-2531D15.4	 cmp_ref T060098
ENSG00000255451.1		0.001637818	0.000699943	0.006615555	0	0	520	0	0	9815	9720	 gene_name RP11-58K22.1	 cmp_ref T057649
ENSG00000255477.1		0.007046151	0.000281627	0.000377502	0	0	510	0	0	9815	9720	 gene_name RP11-63D14.1	 cmp_ref T057315
ENSG00000255479.1		0.03852126	0.009226296	0.009648378	0	0	831	0	0	9815	9720	 gene_name RP11-672A2.6	 cmp_ref T064313
ENSG00000255480.1		0.047872	0.3256626	0.3411029	0	0	365	0	0	9815	9720	 gene_name RP4-710M3.2	 cmp_ref T056557
ENSG00000255484.2		0.064976722	0.000492949	0.000401854	0	0	2067	0	0	9815	9720	 gene_name RP11-65M17.1	 cmp_ref T067368
ENSG00000255491.1		0.020784787	0.006819565	0.003681587	0	1	782	0	0.127877238	9815	3091	 gene_name RP11-1082L8.4	 cmp_ref T350844
ENSG00000255494.1	LINC00681	0.01240119	0.003438761	0.003918609	0	0	504	0	0	9815	9720	 gene_name LINC00681	 cmp_ref T339306
ENSG00000255521.1		0.09120126	0.12159715	0.11201544	0	0	1214	0	0	9815	9720	 gene_name RP4-607I7.1	 cmp_ref T057072
ENSG00000255521.1		0.09120126	0.12159715	0.11201544	0	0	1214	0	0	9815	9720	 gene_name RP4-607I7.1	 cmp_ref T057073
ENSG00000255521.1		0.09120126	0.12159715	0.11201544	0	0	1214	0	0	9815	9720	 gene_name RP4-607I7.1	 cmp_ref T057072
ENSG00000255521.1		0.09120126	0.12159715	0.11201544	0	0	1214	0	0	9815	9720	 gene_name RP4-607I7.1	 cmp_ref T057073
ENSG00000255528.1		0	0	0.000474323	0	0	333	0	0	9815	9720	 gene_name RP11-25I9.2	 cmp_ref T067004
ENSG00000255553.1		0.006497174	0.00268331	0.003502391	0	0	788	0	0	9815	9720	 gene_name RP11-810P12.5	 cmp_ref T060021
ENSG00000255555.1		0.003774143	0.001553611	0.001149181	0	0	419	0	0	9815	9720	 gene_name AP000857.3	 cmp_ref T065085
ENSG00000255558.1		0.004809387	0	0.001162787	0	0	467	0	0	9815	9720	 gene_name CTC-497E21.5	 cmp_ref T055052
ENSG00000255565.1		0.012213129	0.002589943	0.004047866	0	0	465	0	0	9815	9720	 gene_name RP11-6B19.1	 cmp_ref T074564
ENSG00000255595.1		0	0.004666733	0.003677146	0	0	1310	0	0	9815	9720	 gene_name RP4-809F18.1	 cmp_ref T088998
ENSG00000255606.1		0.04077627	0.06889984	0.02673313	0	0	581	0	0	9815	9720	 gene_name AP000439.2	 cmp_ref T062694
ENSG00000255618.1	LINC02440	0.003165994	0.003038402	0.001107328	0	0	680	0	0	9815	9720	 gene_name RP11-357K6.1	 cmp_ref T087447
ENSG00000255629.1		0	0	0	0	0	462	0	0	9815	9720	 gene_name RP11-196H14.3	 cmp_ref T081291
ENSG00000255644.1		0.09535613	0.03078687	0.01365745	0	0	456	0	0	9815	9720	 gene_name RP11-59N23.1	 cmp_ref T075101
ENSG00000255660.1	RERG-AS1	0.068884681	0.022242656	0.003972596	0	0	337	0	0	9815	9720	 gene_name RERG-AS1	 cmp_ref T074509
ENSG00000255689.1		0.025916099	0.002670209	0.004725919	0	0	376	0	0	9815	9720	 gene_name RP11-136I14.5	 cmp_ref T067772
ENSG00000255727.1	LINC01489	0.05152566	0.09453481	0.06670511	0	0	605	0	0	9815	9720	 gene_name LINC01489	 cmp_ref T074504
ENSG00000255760.1	LINC02422	0.04445587	0.04131196	0.04529695	0	0	852	0	0	9815	9720	 gene_name RP11-428G5.5	 cmp_ref T076456
ENSG00000255774.1		0.13481607	0.0769961	0.01778668	0	0	726	0	0	9815	9720	 gene_name AP000439.3	 cmp_ref T062708
ENSG00000255775.1		0.0396504	0.03868628	0.02445019	0	0	653	0	0	9815	9720	 gene_name RP3-454B23.1	 cmp_ref T072339
ENSG00000255839.1		0.005058041	0.02466578	0.106526947	0	0	321	0	0	9815	9720	 gene_name RP11-338K17.8	 cmp_ref T088506
ENSG00000255843.1		0.13359085	0.04098003	0.05871037	0	0	578	0	0	9815	9720	 gene_name AP000593.7	 cmp_ref T063443
ENSG00000255866.1		0.000496491	0	0.000869157	0	0	443	0	0	9815	9720	 gene_name RP11-221N13.2	 cmp_ref T081448
ENSG00000255882.1		0.001607779	0.011785079	0.004701211	0	0	719	0	0	9815	9720	 gene_name RP11-290C10.1	 cmp_ref T073686
ENSG00000255910.1		0.0907676	0.01023389	0.01578827	0	0	718	0	0	9815	9720	 gene_name RP11-405A12.2	 cmp_ref T074913
ENSG00000255916.1		0.03462964	0.004396192	0.00296568	0	0	476	0	0	9815	9720	 gene_name RP13-895J2.7	 cmp_ref T090148
ENSG00000255921.1		0.031837134	0.004717616	0.008793354	0	1	728	0	0.137362637	9815	3017	 gene_name RP11-662I13.2	 cmp_ref T075367
ENSG00000255933.1		0.08035544	0.02884711	0.03346219	0	0	666	0	0	9815	9720	 gene_name RP11-495K9.5	 cmp_ref T089899
ENSG00000255947.1		0.02385645	0.0152482	0.01165899	0	0	462	0	0	9815	9720	 gene_name RP11-855O10.3	 cmp_ref T059841
ENSG00000255970.1	LINC02421	0.040772795	0.006143168	0.010178628	0	0	3135	0	0	9815	9720	 gene_name RP11-43N5.1	 cmp_ref T081694
ENSG00000255998.1		0.000328162	0	0.000406723	0	0	655	0	0	9815	9720	 gene_name RP11-407A16.7	 cmp_ref T089067
ENSG00000255998.1		0.000328162	0	0.000406723	0	0	655	0	0	9815	9720	 gene_name RP11-407A16.7	 cmp_ref T089066
ENSG00000256008.2		0.022128908	0.006120036	0.00517107	0	0	1119	0	0	9815	9720	 gene_name RP11-728G15.1	 cmp_ref T087714
ENSG00000256008.2		0.022128908	0.006120036	0.00517107	0	0	1119	0	0	9815	9720	 gene_name RP11-728G15.1	 cmp_ref T087713
ENSG00000256008.2		0.022128908	0.006120036	0.00517107	0	0	1119	0	0	9815	9720	 gene_name RP11-728G15.1	 cmp_ref T087714
ENSG00000256008.2		0.022128908	0.006120036	0.00517107	0	0	1119	0	0	9815	9720	 gene_name RP11-728G15.1	 cmp_ref T087713
ENSG00000256013.1		0	0	0	0	0	533	0	0	9815	9720	 gene_name RP11-27M24.1	 cmp_ref T127212
ENSG00000256020.1		0.018444548	0.001979895	0.00352332	0	0	373	0	0	9815	9720	 gene_name RP5-1154L15.2	 cmp_ref T071275
ENSG00000256034.1		0.001489521	0.018319735	0.023938572	0	0	428	0	0	9815	9720	 gene_name RP11-707G14.1	 cmp_ref T063704
ENSG00000256039.1	LINC02446	0.2875619	0.2041145	0.1984698	0	0	868	0	0	9815	9720	 gene_name RP11-291B21.2	 cmp_ref T073870
ENSG00000256071.1		0.002599009	0.020790551	0.002226275	0	0	548	0	0	9815	9720	 gene_name RP11-465L8.1	 cmp_ref T087354
ENSG00000256084.1		0.09341755	0.02382411	0.01829125	0	0	640	0	0	9815	9720	 gene_name RP11-134N1.2	 cmp_ref T074399
ENSG00000256120.1	SOX5-AS1	0.003058177	0.000761174	0.001564618	0	0	710	0	0	9815	9720	 gene_name RP11-778H2.1	 cmp_ref T075301
ENSG00000256150.1	ITFG2-AS1	0.02550631	0.02553038	0.01335983	0	0	220	0	0	9815	9720	 gene_name RP11-885B4.1	 cmp_ref T071724
ENSG00000256155.1	LINC02598	0.07502552	0.08219074	0.0530083	0	0	562	0	0	9815	9720	 gene_name RP11-277P12.9	 cmp_ref T073827
ENSG00000256195.2		0.015977881	0.004080818	0.010323304	0	0	3837	0	0	9815	9720	 gene_name RP11-64D24.4	 cmp_ref T067677
ENSG00000256199.1		0.021793779	0.003283569	0.005302966	0	0	712	0	0	9815	9720	 gene_name RP11-439H13.2	 cmp_ref T081327
ENSG00000256218.1		0.010129932	0.004875509	0.004526565	0	0	1727	0	0	9815	9720	 gene_name RP11-1038A11.2	 cmp_ref T072268
ENSG00000256226.1		0.005392611	0.003599632	0.002828226	0	0	615	0	0	9815	9720	 gene_name RP11-582E3.2	 cmp_ref T075721
ENSG00000256226.1		0.005392611	0.003599632	0.002828226	0	0	615	0	0	9815	9720	 gene_name RP11-582E3.2	 cmp_ref T075725
ENSG00000256226.1		0.005392611	0.003599632	0.002828226	0	0	615	0	0	9815	9720	 gene_name RP11-582E3.2	 cmp_ref T075721
ENSG00000256226.1		0.005392611	0.003599632	0.002828226	0	0	615	0	0	9815	9720	 gene_name RP11-582E3.2	 cmp_ref T075725
ENSG00000256232.1	LINC02387	0.07396921	0.1073362	0.03002557	0	0	868	0	0	9815	9720	 gene_name RP11-771K4.1	 cmp_ref T076383
ENSG00000256250.1		0.05937612	0.01863923	0.01816169	0	1	587	0	0.170357751	9815	2783	 gene_name RP11-989F5.1	 cmp_ref T089593
ENSG00000256257.1	CACNA1C-IT2	0.02016065	0.03697462	0.02211827	0	0	589	0	0	9815	9720	 gene_name CACNA1C-IT2	 cmp_ref T071538
ENSG00000256258.1		0.011785832	0	0.000405364	0	0	617	0	0	9815	9720	 gene_name RP11-495K9.9	 cmp_ref T089851
ENSG00000256262.1	USP30-AS1	0.2826178	0.3679562	0.3516356	0	0	656	0	0	9815	9720	 gene_name USP30-AS1	 cmp_ref T086012
ENSG00000256268.1	LINC02454	0.077210291	0.023944465	0.007044344	0	0	895	0	0	9815	9720	 gene_name RP11-221N13.3	 cmp_ref T081452
ENSG00000256268.1	LINC02454	0.077210291	0.023944465	0.007044344	0	0	895	0	0	9815	9720	 gene_name RP11-221N13.3	 cmp_ref T081453
ENSG00000256273.1		0	0	0.00066571	0	0	476	0	0	9815	9720	 gene_name RP11-71J4.2	 cmp_ref T081800
ENSG00000256287.1	LINC02398	0.09354433	0.00904263	0.03244724	0	0	431	0	0	9815	9720	 gene_name RP11-664H17.1	 cmp_ref T074909
ENSG00000256288.1	LINC02617	0.06982347	0.01092896	0.01652497	0	0	649	0	0	9815	9720	 gene_name RP11-277P12.10	 cmp_ref T073825
ENSG00000256298.1		0.020222066	0.006568946	0.012440307	0	0	353	0	0	9815	9720	 gene_name RP11-474D1.1	 cmp_ref T089456
ENSG00000256312.1		0.11273672	0.09472274	0.11154431	0	2	391	0	0.511508951	9815	1545	 gene_name RP13-977J11.8	 cmp_ref T090095
ENSG00000256362.1	LINC02375	0.000521194	0.000263836	0.000179645	0	0	852	0	0	9815	9720	 gene_name RP11-955H22.3	 cmp_ref T089196
ENSG00000256364.1		0	0	0	0	0	907	0	0	9815	9720	 gene_name RP11-173P15.3	 cmp_ref T087726
ENSG00000256364.1		0	0	0	0	0	907	0	0	9815	9720	 gene_name RP11-173P15.3	 cmp_ref T087725
ENSG00000256389.1		0.000494195	0	0.000221353	0	0	460	0	0	9815	9720	 gene_name RP11-606D9.1	 cmp_ref T074740
ENSG00000256427.1		0.17174286	0.16056705	0.09958374	0	0	224	0	0	9815	9720	 gene_name RP11-118B22.4	 cmp_ref T073384
ENSG00000256469.1		0.002877481	0.001688784	0.00162499	0	0	593	0	0	9815	9720	 gene_name RP11-856F16.2	 cmp_ref T066000
ENSG00000256513.1		0.027790562	0.005857632	0.003940551	0	0	433	0	0	9815	9720	 gene_name RP11-977P2.1	 cmp_ref T075935
ENSG00000256540.1		0.21185328	0.02597967	0.04822234	0	0	1184	0	0	9815	9720	 gene_name RP11-598F7.6	 cmp_ref T071211
ENSG00000256540.1		0.21185328	0.02597967	0.04822234	0	0	1184	0	0	9815	9720	 gene_name RP11-598F7.6	 cmp_ref T071210
ENSG00000256560.1	LINC01486	0.005608488	0.006083693	0.00352197	0	0	716	0	0	9815	9720	 gene_name LINC01486	 cmp_ref T086092
ENSG00000256564.1		0.0813906	0.04279777	0.02416678	0	0	603	0	0	9815	9720	 gene_name RP11-424M22.3	 cmp_ref T074660
ENSG00000256571.1		0.019748104	0.004798293	0.006538939	0	0	515	0	0	9815	9720	 gene_name RP11-274J7.2	 cmp_ref T081285
ENSG00000256577.2		0.039529013	0.007518638	0.011814275	0	0	765	0	0	9815	9720	 gene_name RP11-283I3.2	 cmp_ref T071230
ENSG00000256609.1		0.01079053	0.14892047	0.03149124	0	0	541	0	0	9815	9720	 gene_name RP11-64B16.4	 cmp_ref T087496
ENSG00000256615.1		0.109893618	0.014140302	0.004389017	0	0	578	0	0	9815	9720	 gene_name RP11-59N23.3	 cmp_ref T075099
